Emp ID,Last Name,First Name,Address,City,State,Zip,Telephone,Date Hired,Dept,Location,Work Phone,M/S,Budget,Grade,Vested,Health Plan,Supervisor Name,Supr Phone,Adj
21309,Douglas,James,4901 D St. N. E.,Auburn,WA,98002,(253) 833-2130,1/16/2011,PROD,Seattle,(206) 221-2130,QR-27,R-2661,12,FALSE,Group Health,Lynn Jarret,(206) 221-1366,1640
21328,Lord,Robert,620 Naches Ave. S. W.,Renton,WA,98055,(425) 227-2132,2/4/2011,PROD,Seattle,(206) 221-2132,QR-31,R-5321,4,FALSE,Blue Cross,Bob Irwin,(206) 221-1549,1621
21478,Williams,Bob,3130 D St. S. E.,Auburn,WA,98002,(253) 833-2147,7/4/2011,PROD,Renton,(425) 393-2147,PB-14,R-1779,14,FALSE,Blue Cross,Molly Goldberg,(206) 393-1513,1471
21533,Alberts,George,1819 Westlake Ave. N.,Seattle,WA,98109,(206) 452-2153,8/28/2011,PROD,Seattle,(206) 221-2153,QR-35,R-2661,4,FALSE,Group Health,Marsha Mosley,(206) 221-1975,1416
21534,Walters,Karen,2112 A St. S. E.,Auburn,WA,98002,(253) 833-2153,8/29/2011,PROD,Renton,(425) 393-2153,PB-21,R-1779,15,FALSE,Health Plus,Frank Borman,(206) 393-1265,1415
21592,McGinnis,Gerald,600 S. W. 10th,Renton,WA,98055,(425) 227-2159,10/26/2011,ACCT,Renton,(425) 393-2159,BB-27,A-1834,5,FALSE,Group Health,Barbara Carrera,(206) 393-2000,1357
21593,Gray,Lee,2809 Academy Dr.,Auburn,WA,98002,(253) 833-2159,10/27/2011,PROD,Seattle,(206) 221-2159,QR-35,R-2661,5,FALSE,Blue Cross,Marsha Mosley,(206) 221-1975,1356
21594,Lopez,Eileen,4430 Talbot Rd. South,Renton,WA,98055,(425) 227-2159,10/28/2011,PROD,Seattle,(206) 221-2159,QR-31,R-5321,5,FALSE,Blue Cross,Bob Irwin,(206) 221-1549,1355
21598,McKinley,John,1930 A St. S. E.,Auburn,WA,98002,(253) 833-2159,11/1/2011,PROD,Seattle,(206) 221-2159,QR-27,R-2661,5,FALSE,Blue Cross,Lynn Jarret,(206) 221-1366,1351
21614,Cook,Gene,204 S. W. 43rd,Renton,WA,98055,(425) 227-2161,11/17/2011,PROD,Seattle,(206) 221-2161,QR-12,R-2661,9,FALSE,Blue Cross,Harry Hillis,(206) 221-2179,1335
21615,Evans,Bill,450 Shttuck Ave S Ste 200,Renton,WA,98055,(425) 227-2161,11/18/2011,PROD,Seattle,(206) 221-2161,QR-10,R-2661,8,FALSE,Blue Cross,Peggy Kramer,(206) 221-2083,1334
21657,Griffith,Carol,1400 Monster Rd. S. W.,Renton,WA,98055,(425) 227-2165,12/30/2011,SALE,Bellevue,(425) 882-2165,HG-12,S-3006,18,FALSE,Group Health,Bob Stewart,(206) 882-1590,1292
21658,Pacino,Theodore,715 Lind S. W.,Renton,WA,98055,(425) 227-2165,12/30/2011,PROD,Renton,(425) 393-2165,PB-18,R-1779,9,FALSE,Group Health,Frank Sullivan,(206) 393-1000,1292
21679,Schwartz,Bill,906 Industry Dr.,Tukwila,WA,98188,(206) 575-2167,1/21/2012,PROD,Seattle,(206) 221-2167,QR-07,R-2661,14,FALSE,Group Health,Eleanor Lancaster,(206) 221-1124,1270
21752,Hickok,Joe,16610 S. E. 128th St. Ste B,Renton,WA,98056,(425) 226-2175,4/3/2012,ACCT,Renton,(425) 393-2175,BB-27,A-1834,3,FALSE,Blue Cross,Barbara Carrera,(206) 393-2000,1197
21776,Cassidy,Jeff,211 Morris Ave. South,Renton,WA,98055,(425) 227-2177,4/27/2012,PROD,Seattle,(206) 221-2177,QR-19,R-5321,12,FALSE,Blue Cross,Bill Harrison,(206) 221-2205,1173
21777,Martiniak,Ray,1501 15th N. W. Ste. 106,Auburn,WA,98001,(253) 833-2177,4/28/2012,SALE,Bellevue,(425) 882-2177,HG-12,S-3006,16,FALSE,Health Plus,Bob Stewart,(206) 882-1590,1172
21796,Tillis,Harry,1347 Aubum Way North,Auburn,WA,98002,(253) 833-2179,5/17/2012,PROD,Seattle,(206) 221-2179,QR-12,R-2661,20,FALSE,Health Plus,Wes Adams,(206) 221-1958,1153
21813,Parker,Phyllis,500 S. W. 16th,Renton,WA,98055,(425) 227-2181,6/3/2012,PROD,Seattle,(206) 221-2181,QR-10,R-2661,19,FALSE,Blue Cross,Peggy Kramer,(206) 221-2083,1136
21902,Graham,Margaret,18 Aubum Way North,Auburn,WA,98002,(253) 833-2190,8/31/2012,ACCT,Seattle,(206) 221-2190,BX-45,A-1834,2,FALSE,Health Plus,Val Johnson,(206) 221-1958,1047
21911,Carter,Liz,R St And Oravitz Rd,Auburn,WA,98002,(253) 833-2191,9/9/2012,PROD,Seattle,(206) 221-2191,QR-27,R-2661,7,FALSE,Health Plus,Lynn Jarret,(206) 221-1366,1038
21919,Davenport,Donna,903 S. 4th St.,Renton,WA,98055,(425) 227-2191,9/17/2012,PROD,Seattle,(206) 221-2191,QR-31,R-5321,13,FALSE,Health Plus,Bob Irwin,(206) 221-1549,1030
21930,Watson,Ginni,315 Main Ave. South,Renton,WA,98055,(425) 227-2193,9/28/2012,MKTG,Bellevue,(425) 882-2193,RL-27,M-1211,6,FALSE,Group Health,Bob Shavers,(206) 882-1281,1019
21931,Jones,Joan,606 W. Gowe,Kent,WA,98032,(253) 872-2193,9/28/2012,PROD,Seattle,(206) 221-2193,QR-35,R-2661,18,FALSE,Group Health,Marsha Mosley,(206) 221-1975,1019
21932,Lautenbach,Duane,900 Lind Ave S. W.,Renton,WA,98055,(425) 227-2193,9/30/2012,ACCT,Seattle,(206) 221-2193,BX-45,A-1834,5,FALSE,Group Health,Val Johnson,(206) 221-1958,1017
21933,Woodward,Claire,30 W Main,Auburn,WA,98001,(253) 833-2193,10/1/2012,ENGR,Renton,(425) 393-2193,XJ-67,E-1089,11,FALSE,Group Health,Dave Rogers,(206) 393-1973,1016
21934,Flynn,Chris,200 S. W. 34th St.,Renton,WA,98056,(425) 226-2193,10/1/2012,ENGR,Renton,(425) 393-2193,XJ-67,E-1089,13,FALSE,Group Health,Dave Rogers,(206) 393-1973,1016
21935,Hayes,William,542 Park Ave North,Renton,WA,98055,(425) 227-2193,10/1/2012,PROD,Seattle,(206) 221-2193,QR-35,R-2661,1,FALSE,Group Health,Marsha Mosley,(206) 221-1975,1016
21938,Connors,Bud,17910 Talbot Rd. South,Renton,WA,98055,(425) 227-2193,9/28/2012,PROD,Seattle,(206) 221-2193,QR-07,R-2661,9,FALSE,Group Health,Eleanor Lancaster,(206) 221-1124,1019
21942,Sample,Roger,14616 192nd St. S. E.,Renton,WA,98058,(425) 226-2194,10/10/2012,ACCT,Renton,(425) 393-2194,BB-27,A-1834,2,FALSE,Group Health,Barbara Carrera,(206) 393-2000,1007
21956,Lee,Timothy,3402 C St. N. E. Bay #205,Auburn,WA,98002,(253) 833-2195,10/24/2012,PROD,Seattle,(206) 221-2195,QR-19,R-5321,15,FALSE,Group Health,Bill Harrison,(206) 221-2205,993
21960,Smith,John,17110 S. E. 116th,Renton,WA,98058,(425) 226-2196,10/28/2012,MKTG,Bellevue,(425) 882-2196,RL-27,M-1211,6,FALSE,Blue Cross,Jon Reynolds,(206) 882-304,989
21961,Taylor,Vince,909 thomas Ave. S. W.,Renton,WA,98055,(425) 227-2196,10/28/2012,PROD,Seattle,(206) 221-2196,QR-06,R-5321,8,FALSE,Blue Cross,Joe Stone,(206) 221-2252,989
21962,Selleck,Shirley,19027 72nd Ave. S.,Kent,WA,98032,(253) 872-2196,10/30/2012,ACCT,Renton,(425) 393-2196,BB-27,A-1834,2,FALSE,Blue Cross,Barbara Carrera,(206) 393-2000,987
22021,Marsh,Marilyn,926 Aubum Way North,Auburn,WA,98002,(253) 833-2202,12/28/2012,PROD,Seattle,(206) 221-2202,QR-19,R-5321,5,FALSE,Group Health,Bill Harrison,(206) 221-2205,928
22031,Weinberg,David,4517 Aubum Way,Auburn,WA,98002,(253) 833-2203,1/7/2013,ENGR,Renton,(425) 393-2203,XJ-67,E-1089,10,FALSE,Group Health,Dave Morgan,(206) 393-2002,918
22037,Johnson,Peter,3102 B St. N. W.,Auburn,WA,98001,(253) 833-2203,1/13/2013,SALE,Bellevue,(425) 882-2203,HG-12,S-3006,5,FALSE,Group Health,Bob Stewart,(206) 882-1590,912
22053,Peters,Deborah,18644 72nd Ave. S.,Kent,WA,98032,(253) 872-2205,1/29/2013,ENGR,Renton,(425) 393-2205,XJ-67,E-1089,18,FALSE,Blue Cross,Dave Rogers,(206) 393-1973,896
22056,Harrison,Bill,10700 S. E. 174th Ste. 202,Renton,WA,98055,(425) 227-2205,2/1/2013,PROD,Seattle,(206) 221-2205,QR-19,R-5321,16,FALSE,Blue Cross,Wes Adams,(206) 221-1958,893
22062,Hoover,Toni,3240 B St. N. W.,Auburn,WA,98001,(253) 833-2206,2/7/2013,ACCT,Seattle,(206) 221-2206,BX-45,A-1834,2,FALSE,Blue Cross,Val Johnson,(206) 221-1958,887
22099,Bronson,Douglas,453 Renton Center Way S. W.,Renton,WA,98055,(425) 227-2209,3/16/2013,PROD,Seattle,(206) 221-2209,QR-07,R-2661,11,FALSE,Group Health,Eleanor Lancaster,(206) 221-1124,850
22113,Andrews,Mike,23605 - 156th S.E.,Kent,WA,98042,(253) 872-2211,3/30/2013,PROD,Seattle,(206) 221-2211,QR-12,R-2661,13,FALSE,Blue Cross,Harry Hillis,(206) 221-2179,836
22134,Otto,Emily,3000 Lind Ave. S. W.,Renton,WA,98055,(425) 227-2213,4/20/2013,PROD,Renton,(425) 393-2213,PB-21,R-1779,14,FALSE,Blue Cross,Frank Borman,(206) 393-1265,815
22166,Lincoln,Beatrice,330 Sunset Blvd. North,Renton,WA,98055,(425) 227-2216,5/22/2013,PROD,Seattle,(206) 221-2216,QR-10,R-2661,4,FALSE,Health Plus,Peggy Kramer,(206) 221-2083,783
22177,Frasier,Gordon,14001 57th Ave. S.,Seattle,WA,98168,(206) 452-2217,6/2/2013,SALE,Bellevue,(425) 882-2217,HG-12,S-3006,2,FALSE,Blue Cross,Bob Stewart,(206) 882-1590,772
22184,Ally,Kim,2904 A St. S. E.,Auburn,WA,98002,(253) 833-2218,6/9/2013,PROD,Renton,(425) 393-2218,PB-18,R-1779,3,FALSE,Blue Cross,Frank Sullivan,(206) 393-1000,765
22230,Bond,Ward,1405 Aubum Way South,Auburn,WA,98002,(253) 833-2223,7/25/2013,MKTG,Bellevue,(425) 882-2223,RL-27,M-1211,5,FALSE,Blue Cross,Bob Shavers,(206) 882-1281,719
22237,Broderick,Rosalind,364 Renton Center Way S. W.,Renton,WA,98055,(425) 227-2223,8/1/2013,SALE,Bellevue,(425) 882-2223,HG-12,S-3006,18,FALSE,Group Health,Bob Stewart,(206) 882-1590,712
22263,Ayres,William,330 Main Ave. South,Renton,WA,98055,(425) 227-2226,8/27/2013,PROD,Seattle,(206) 221-2226,QR-10,R-2661,1,FALSE,Group Health,Peggy Kramer,(206) 221-2083,686
22281,Haas,Arthur,301 W Main,Auburn,WA,98001,(253) 833-2228,9/14/2013,PROD,Seattle,(206) 221-2228,QR-07,R-2661,15,FALSE,Health Plus,Eleanor Lancaster,(206) 221-1124,668
22329,Simon,Joanne,501 10th Ave. North,Auburn,WA,98001,(253) 833-2232,11/1/2013,PROD,Seattle,(206) 221-2232,QR-10,R-2661,18,FALSE,Blue Cross,Peggy Kramer,(206) 221-2083,620
22333,Wilder,Robert,16201 W. Valley Hwy.,Tukwila,WA,98188,(206) 575-2233,11/5/2013,PROD,Seattle,(206) 221-2233,QR-12,R-2661,11,FALSE,Blue Cross,Harry Hillis,(206) 221-2179,616
22353,Gable,Richard,1235 Main St.,Auburn,WA,98002,(253) 833-2235,11/25/2013,PROD,Seattle,(206) 221-2235,QR-07,R-2661,15,FALSE,Blue Cross,Eleanor Lancaster,(206) 221-1124,596
22358,Cathcart,Jerry,1900 S Puget Dr. #110,Renton,WA,98055,(425) 227-2235,11/30/2013,PROD,Seattle,(206) 221-2235,QR-35,R-2661,19,FALSE,Health Plus,Marsha Mosley,(206) 221-1975,591
22383,Grove,Robert,8206 South 192nd St.,Kent,WA,98032,(253) 872-2238,12/26/2013,PROD,Seattle,(206) 221-2238,QR-12,R-2661,7,FALSE,Health Plus,Harry Hillis,(206) 221-2179,565
22384,Sorrano,Henry,16526 161St Ave S. E.,Renton,WA,98058,(425) 226-2238,12/26/2013,PROD,Seattle,(206) 221-2238,QR-31,R-5321,19,FALSE,Health Plus,Bob Irwin,(206) 221-1549,565
22416,Buckle,Susan,879 Rainier Ave. North #A102,Renton,WA,98055,(425) 227-2241,1/27/2014,PROD,Seattle,(206) 221-2241,QR-07,R-2661,24,FALSE,Blue Cross,None,,533
22460,Slatta,Barry,3136 B St. N. W.,Auburn,WA,98001,(253) 833-2246,3/12/2014,MKTG,Bellevue,(425) 882-2246,RL-27,M-1211,22,FALSE,Group Health,Susan Buckle,(206) 882-1237,489
22463,Bechtel,Lois,20 2nd N. E.,Auburn,WA,98002,(253) 833-2249,4/14/2014,PROD,Seattle,(206) 221-2249,QR-07,R-2661,2,FALSE,Blue Cross,Eleanor Lancaster,(206) 221-1124,456
22464,Jennings,Michael,707 Rainier Ave. South,Renton,WA,98055,(425) 227-2251,5/4/2014,PROD,Renton,(425) 393-2251,PB-18,R-1779,5,FALSE,Health Plus,Frank Sullivan,(206) 393-1000,436
22470,Stone,Joseph,4044 Aubum Way N Ste. 11,Auburn,WA,98002,(253) 833-2252,5/20/2014,PROD,Seattle,(206) 221-2252,QR-06,R-5321,16,FALSE,Health Plus,Wes Adams,(206) 221-1958,420
22471,Crosby,Donald,705 Rainier Ave. South,Renton,WA,98055,(425) 227-2253,5/22/2014,PROD,Seattle,(206) 221-2253,QR-10,R-2661,8,FALSE,Health Plus,Peggy Kramer,(206) 221-2083,418
22472,Mills,William,307 N. Lincoln,Kent,WA,98032,(253) 872-2254,6/1/2014,PROD,Seattle,(206) 221-2254,QR-12,R-2661,14,FALSE,Blue Cross,Harry Hillis,(206) 221-2179,408
22481,Jones,Jonathan,7687 S. 180th,Kent,WA,98032,(253) 872-2255,6/14/2014,PROD,Seattle,(206) 221-2255,QR-12,R-2661,17,FALSE,Blue Cross,Harry Hillis,(206) 221-2179,395
22495,Greene,Lee,314 Williams S.,Renton,WA,98055,(425) 227-2257,7/4/2014,PROD,Seattle,(206) 221-2257,QR-19,R-5321,11,FALSE,Blue Cross,Bill Harrison,(206) 221-2205,375
22499,Brinkley,Stanley,24050 Pacific Hwy S.,Kent,WA,98032,(253) 872-2275,1/1/2015,PROD,Seattle,(206) 221-2275,QR-19,R-5321,13,FALSE,Group Health,Bill Harrison,(206) 221-2205,194
22503,Strassberger,Tom,131 30th St. N. E. Ste. 25,Auburn,WA,98002,(253) 833-2279,2/7/2015,ACCT,Seattle,(206) 221-2279,BX-45,A-1834,1,FALSE,Blue Cross,Val Johnson,(206) 221-1958,157
22505,Weldon,Karen,"300 S.W. 7th, Rm. 145",Renton,WA,98055,(425) 227-2285,4/13/2015,SALE,Bellevue,(425) 882-2285,HG-12,S-3006,7,FALSE,Blue Cross,Bob Stewart,(206) 882-1590,92
22509,Lindquist,Dale,4616 S. 200th,Kent,WA,98032,(253) 872-2289,5/21/2015,ENGR,Renton,(425) 393-2289,XJ-67,E-1089,10,FALSE,Health Plus,Dave Rogers,(206) 393-1973,54
22510,Christiansen,Paul,2704 I St. N. E.,Auburn,WA,98002,(253) 833-2290,5/31/2015,PROD,Seattle,(206) 221-2290,QR-07,R-2661,5,FALSE,Blue Cross,Eleanor Lancaster,(206) 221-1124,44
22512,Farnsworth,Gerald,4011 Talbot Rd. South Ste. 210,Renton,WA,98055,(425) 227-2292,6/19/2015,PROD,Renton,(425) 393-2292,PB-21,R-1779,4,FALSE,Blue Cross,Frank Borman,(206) 393-1265,25
22513,Stovall,Jay,1437 West Valley Hwy.,Auburn,WA,98001,(253) 833-2293,7/1/2015,PROD,Seattle,(206) 221-2293,QR-31,R-5321,3,FALSE,Blue Cross,Bob Irwin,(206) 221-1549,13
22514,Somerson,Judy,11888 172nd Pl. S. E.,Renton,WA,98056,(425) 226-2294,7/5/2015,MKTG,Bellevue,(425) 882-2294,RL-27,M-1211,5,FALSE,Blue Cross,Barry Slatta,(206) 882-2246,9
22515,Reed,Dennis,3104 Aubum Way North,Auburn,WA,98002,(253) 833-2294,7/5/2015,ENGR,Renton,(425) 393-2294,XJ-67,E-1089,10,FALSE,Blue Cross,Dave Morgan,(206) 393-2002,9
22517,Zoom,Zelda,17722 Springbrook Rd.,Renton,WA,98055,(425) 227-2326,7/13/2015,ACCT,Renton,(425) 393-2326,BB-27,A-1834,1,FALSE,Health Plus,Barbara Carrera,(206) 393-2000,1
